"TAX","Revenue category","GOV","Level of government","YEA","Year","Value","Flag Codes","Flags"
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","1997","1997",19409.255,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","1998","1998",23464.257,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","1999","1999",21006.7,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2000","2000",23987,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2001","2001",45566.826,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2002","2002",54975.472,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2003","2003",57965.722,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2004","2004",63111.105,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2005","2005",82627.92,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2006","2006",107977.06,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2007","2007",137884.946,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2008","2008",160234.856,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2009","2009",142319.351,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2010","2010",132274.849,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2011","2011",149776.774,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2012","2012",155751.201,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2013","2013",173737.856,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2014","2014",182022.257,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2015","2015",191348.248,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2016","2016",200764.557,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2017","2017",214316.365,,
"1200","1200 Taxes on income, profits and capital gains of corporates","NES","Total","2018","2018",215938.765,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","1990","1990",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","1991","1991",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","1992","1992",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","1993","1993",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","1994","1994",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","1995","1995",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","1996","1996",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","1997","1997",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","1998","1998",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","1999","1999",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2000","2000",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2001","2001",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2002","2002",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2003","2003",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2004","2004",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2005","2005",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2006","2006",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2007","2007",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2008","2008",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2009","2009",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2010","2010",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2011","2011",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2012","2012",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2013","2013",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2014","2014",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2015","2015",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2016","2016",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2017","2017",0,,
"4000","4000 Taxes on property","SOCSEC","Social Security Funds","2018","2018",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1990","1990",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1991","1991",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1992","1992",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1993","1993",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1994","1994",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1995","1995",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1996","1996",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1997","1997",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1998","1998",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1999","1999",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2000","2000",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2001","2001",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2002","2002",2918.841,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2003","2003",5136.619,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2004","2004",5833.331,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2005","2005",6476.503,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2006","2006",7669.349,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2007","2007",8797.197,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2008","2008",10004.343,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2009","2009",10593.801,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2010","2010",10974.633,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2011","2011",12265.501,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2012","2012",14087.526,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2013","2013",14188.058,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2014","2014",15599.288,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2015","2015",17139.339,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2016","2016",17787.365,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2017","2017",18652.196,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2018","2018",19163.324,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2003","2003",507.6,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2004","2004",538.98,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2005","2005",661.04,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2006","2006",723.12,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2007","2007",797.6,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2008","2008",825.8,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2009","2009",830.2,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2010","2010",1011.582,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2011","2011",1190.601,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2012","2012",1306.087,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2013","2013",1435.462,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2014","2014",1469.815,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2015","2015",1558.42,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2016","2016",1641.32,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2017","2017",2030.109,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","NES","Total","2018","2018",2214.972,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2002","2002",28.822,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2003","2003",26.914,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2004","2004",26.029,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2005","2005",30.781,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2006","2006",64.192,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2007","2007",149.577,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2008","2008",137.388,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2009","2009",139.057,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2010","2010",220.429,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2011","2011",318.546,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2012","2012",299.43,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2013","2013",278.712,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2014","2014",262.29,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2015","2015",311.35,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2016","2016",314.126,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2017","2017",313.955,,
"2110","2110 On a payroll basis of employees SSC","NES","Total","2018","2018",106.582,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1990","1990",747.333,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1991","1991",851.441,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1992","1992",858.559,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1993","1993",1026.126,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1994","1994",1335.675,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1995","1995",1511.515,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1996","1996",1676.675,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1997","1997",1849.549,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1998","1998",1696.777,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1999","1999",1613.4,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2000","2000",2298.635,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2001","2001",2726.894,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2002","2002",3317.987,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2003","2003",4650.79,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2004","2004",6618.121,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2005","2005",8280.438,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2006","2006",7129.777,,
